"YEAR","FIPS","AV0AA","B78AA","AV1AA","AV1AB","AT5AA","AT5AB","AL8AA","AL8AB","AL8AC","AL8AD","AL8AE","AL8AF","AL8AG","AL8AH","AL9AA","AL9AB","AL9AC","AL9AD","AL9AE","AL9AF","AL9AG","AL9AH","AL9AI","AL9AJ","AK7AA","AK7AB","AK7AC","AK7AD","AK7AE","AK7AF","AB9AA","AB9AB","AB9AC","AB9AD","AB9AE","AB9AF","AB9AG","AB9AH","AB9AI","AB9AJ","AB9AK","AB9AL","AB9AM","AB9AN","AB9AO","AB9AP","AB9AQ","AB9AR","AB9AS","AB9AT","AB9AU","AB9AV","AB9AW","AB9AX","AB9AY","AJ6AA","AJ6AB","AJ6AC","AJ6AD","AJ6AE","AJ6AF","AJ6AG","AJ6AH","AJ6AI","AJ6AJ","AJ6AK","AJ6AL","AJ6AM","AJ6AN","AJ6AO","AJ6AP","AJ6AQ","AJ6AR","AJ6AS","AJ6AT","AJ6AU","AJ6AV","AJ6AW","AJ6AX","AJ6AY","AJ6AZ","AJ6BA","AJ6BB","AJ6BC","AJ6BD","B69AA","B69AB","B69AC","B84AA","B84AB","B84AC","B84AD","B84AE","B84AF","A63AA","A63AB","A63AC","A63AD","A63AE","A63AF","BS4AA","BS4AB","BS4AC","BS4AD","BS4AE","BS4AF","BS4AG","BS4AH","BS4AI","BS4AJ","BS4AK","BS4AL","A67AA","A67AB","A67AC","A67AD","A67AE","A67AF","A67AG","A67AH","A67AI","A67AJ","A67AK","A67AL","C54AA","C54AB","C54AC","C54AD","C54AE","C54AF","C54AG","C54AH","C54AI","C50AA","C50AB","C50AC","C50AD","C50AE","C50AF","C50AG","C50AH","C98AA","BS7AA","BS7AB","BS7AC","BS7AD","B79AA","A88AA","A88AB","A88AC","A88AD","A88AE","AB2AA","BD5AA","AX6AA","CL6AA","AX7AA","AX7AB","BV8AA","BV8AB"
"125",51590,43185,43185,19737,23448,41879,1306,31367,10332,2156,906,6750,520,180,NA,31367,10332,2156,906,6750,520,180,5,35,140,107,244,223,16,716,NA,0,0,0,12,6,68,0,0,0,0,0,0,5,10,6,18,0,226,223,16,0,347,35,334,NA,0,0,0,0,0,12,6,68,0,0,0,0,0,0,0,0,5,0,10,6,18,0,226,223,16,0,347,35,334,NA,2600,22177,4867,19865,0,19865,16790,3075,15211,980,2183,3668,3644,8195,1195,9580,0,9580,8039,1541,6062,10285,0,10285,8751,1534,9149,416,1043,1857,1715,3965,584,564,1140,1811,1929,4230,611,15010,281,281,0,0,38,533,193,277,612,2764,3633,3855,2362,1254,704,871,313940,2838,2095,3207,10846,30505,1169,612,1536,3327,4534,41669,19297,41701,10888,10888,30813,1075,6542
"195",51590,41070,41070,18883,22187,39640,1430,29028,10427,2519,868,6366,674,185,NA,29028,10427,2519,868,6366,674,185,25,41,119,77,441,76,9,827,NA,0,0,7,0,2,13,0,17,0,0,0,0,38,0,0,53,8,380,76,9,0,391,0,436,NA,0,0,0,0,7,0,2,13,0,0,17,0,0,0,0,0,38,0,0,0,53,8,380,76,9,0,391,0,436,NA,1697,21821,5019,18044,44,18000,16463,1537,15020,472,2048,4057,3282,6878,1307,8655,44,8611,7917,694,6268,9389,0,9389,8546,843,8752,250,967,2023,1646,3112,657,222,1081,2034,1636,3766,650,14619,437,434,3,0,6,458,193,355,460,2531,4880,3153,2194,1247,491,757,284520,2035,1771,2619,11868,37203,867,526,1203,2880,4926,47562,22826,39377,8813,8813,30564,935,6758
"2000",51051,16395,16395,8017,8378,16364,31,14009,2334,66,625,1586,57,21,NA,14009,2334,66,625,1586,57,21,3,7,11,6,25,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2673,7882,753,5535,0,5535,5138,397,7724,282,668,1276,1611,1582,116,3149,0,3149,2945,204,3276,2386,0,2386,2193,193,4448,147,409,734,934,867,58,135,259,542,677,715,58,4803,26,26,0,0,8,84,37,56,181,413,471,567,688,1019,649,970,177355,1291,923,1361,3167,23431,548,443,1070,1892,960,27986,12822,16240,3460,3460,12780,395,1892
"125",51051,15877,15877,8019,7858,15677,200,13147,2530,181,563,1742,44,0,NA,13147,2530,181,563,1742,44,0,0,0,0,60,25,0,0,115,NA,0,0,0,0,16,0,0,0,0,22,0,0,4,18,0,0,0,25,0,0,5,0,0,110,NA,0,0,0,0,0,0,16,0,0,0,0,0,22,0,0,0,4,6,12,0,0,0,25,0,0,5,0,0,110,NA,1737,8536,1140,5728,0,5728,5150,578,7290,430,560,1300,1038,2251,149,3307,0,3307,3003,304,3239,2421,0,2421,2147,274,4051,190,344,803,637,1246,87,240,216,497,401,1005,62,4771,49,49,0,0,0,88,8,105,205,405,413,633,924,907,593,836,158200,728,585,1077,4014,32622,359,244,555,1522,1756,40000,18090,15695,3202,3202,12493,294,2342
"195",51051,14756,14756,7472,7284,14701,55,11825,2853,187,639,1910,117,23,NA,11825,2853,187,639,1910,117,23,0,0,23,28,0,0,0,27,NA,7,0,0,0,0,6,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,6,7,14,NA,0,7,0,0,0,0,0,6,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6,7,14,NA,1166,8519,1165,4590,15,4575,4352,223,7666,130,559,983,1208,1483,227,2419,15,2404,2253,151,3763,2171,0,2171,2099,72,3903,20,278,521,655,805,140,110,281,462,553,678,87,4124,7,7,0,0,0,26,94,59,216,512,477,450,716,886,551,443,118320,883,568,1016,3311,29932,309,361,492,973,1684,42622,24978,14272,3665,3665,10607,475,2522
"2000",51053,24533,24533,12193,12340,24194,339,19324,4635,993,660,2766,216,235,NA,19324,4635,993,660,2766,216,235,6,27,202,153,62,30,0,94,0,5,0,15,0,0,82,0,8,39,0,0,0,4,0,0,0,3,59,30,0,0,78,3,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2338,12966,1895,11977,78,11899,11452,447,7281,614,737,2670,3501,4025,430,6260,49,6211,5933,278,3134,5717,29,5688,5519,169,4147,370,402,1312,1880,2046,250,244,335,1358,1621,1979,180,10818,30,30,0,0,2,100,137,227,222,761,927,1511,2264,2904,1479,1019,341645,815,407,1192,6691,41582,309,196,730,2287,3248,47961,19122,23522,2185,2185,21337,371,2582
"125",51053,27926,27926,13692,14234,27441,485,21409,5738,1577,623,3059,479,294,NA,21409,5738,1577,623,3059,479,294,19,0,275,101,87,0,0,297,NA,0,0,7,0,0,64,0,0,0,0,0,0,0,28,2,39,0,48,0,0,0,230,11,56,NA,0,0,0,0,7,0,0,64,0,0,0,0,0,0,0,0,0,28,0,2,39,0,48,0,0,0,230,11,56,NA,1660,14673,2675,13532,55,13477,12126,1351,8983,792,1293,2452,3081,5487,427,6900,34,6866,6192,674,4068,6632,21,6611,5934,677,4915,346,702,1160,1592,2889,211,446,591,1292,1489,2598,216,11388,60,60,0,0,0,34,105,459,266,468,1001,1400,3274,3171,1290,717,324985,546,472,981,7789,51582,256,255,546,1888,4282,59516,23257,27383,3523,3523,23860,537,3353
"195",51053,28485,28485,13993,14492,27694,791,22083,5231,1479,820,2607,325,380,NA,22083,5231,1479,820,2607,325,380,0,0,380,126,155,0,0,510,NA,0,0,0,0,18,98,0,0,0,7,0,0,0,2,1,26,0,129,0,0,0,260,37,213,NA,0,0,0,0,0,0,18,98,0,0,0,0,7,0,0,0,0,0,2,1,26,0,129,0,0,0,260,37,213,NA,1204,15474,3823,14699,21,14678,13745,933,8624,838,1008,3087,2714,5994,1058,7455,21,7434,7026,408,3794,7244,0,7244,6719,525,4830,378,606,1568,1457,3050,396,460,402,1519,1257,2944,662,12657,108,74,0,34,0,238,142,331,484,961,700,1309,3212,3854,1389,1236,404060,726,501,771,8403,60346,320,97,207,1354,5086,74674,28922,27832,3371,3371,24461,485,4304
"2000",51595,5665,5665,2576,3089,5482,183,4230,1239,225,83,907,24,13,NA,4230,1239,225,83,907,24,13,4,0,9,17,27,0,20,119,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,0,0,4,23,0,20,0,96,0,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,770,2470,535,2416,9,2407,2244,163,1937,146,221,515,663,766,105,1220,9,1211,1135,76,708,1196,0,1196,1109,87,1229,99,127,239,301,386,68,47,94,276,362,380,37,2029,5,5,0,0,8,79,31,21,166,587,454,282,211,249,90,113,42195,344,193,363,1322,30333,113,98,223,475,488,35743,15377,5434,869,869,4565,141,834
"125",51595,5825,5825,2718,3107,5657,168,4244,1324,116,69,951,188,89,NA,4244,1324,116,69,951,188,89,0,0,89,40,24,6,0,98,NA,0,0,0,0,0,0,0,0,0,0,0,4,0,0,36,2,0,22,6,0,0,55,0,43,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,36,2,0,22,6,0,0,55,0,43,NA,581,2837,523,2562,0,2562,2079,483,2156,110,279,639,400,941,193,1289,0,1289,1027,262,866,1273,0,1273,1052,221,1290,79,78,341,175,488,128,31,201,298,225,453,65,1851,0,0,0,0,0,112,51,30,68,496,468,268,332,184,120,78,37190,534,246,358,1348,29093,157,104,239,466,436,33862,17840,5582,1841,1841,3741,271,594
"195",51595,5442,5442,2455,2987,5292,150,4088,1112,184,63,847,18,92,NA,4088,1112,184,63,847,18,92,42,0,50,3,7,21,0,119,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,21,0,0,97,3,19,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,0,0,97,3,19,NA,299,2730,486,2473,0,2473,1895,578,1594,203,193,638,568,781,90,1135,0,1135,828,307,724,1338,0,1338,1067,271,870,162,40,294,202,381,56,41,153,344,366,400,34,1671,16,16,0,0,9,73,83,43,68,562,399,202,171,216,147,87,34105,189,231,557,1109,27063,23,57,404,289,560,36771,18494,5221,1408,1408,3813,129,609
"2000",51057,9989,9989,4730,5259,9849,140,7972,1857,531,156,1092,78,20,NA,7972,1857,531,156,1092,78,20,0,6,14,39,69,17,0,15,0,1,0,7,0,8,2,0,0,0,0,0,0,0,21,0,2,21,46,17,0,0,0,10,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,736,5091,1225,5002,18,4984,4824,160,2934,119,386,1067,1317,1808,305,2513,18,2495,2393,102,1221,2489,0,2489,2431,58,1713,61,205,523,641,892,191,58,181,544,676,916,114,4395,53,33,15,5,0,111,120,92,153,500,721,705,576,561,504,959,156705,379,298,595,2709,37395,113,160,357,965,1172,43588,17994,9720,1091,1091,8629,188,1401
"125",51057,11130,11130,5324,5806,10888,242,8417,2416,539,350,1182,345,55,NA,8417,2416,539,350,1182,345,55,0,0,55,41,14,0,0,187,NA,31,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,14,0,0,11,109,0,67,NA,0,31,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,11,109,0,67,NA,578,5903,1123,5586,7,5579,5162,417,3495,305,621,737,1294,2392,237,2805,7,2798,2540,258,1518,2781,0,2781,2622,159,1977,149,263,383,691,1203,116,156,358,354,603,1189,121,4523,3,3,0,0,9,190,116,213,159,595,672,859,618,532,417,989,154745,366,211,507,3267,42446,134,27,234,812,1530,52243,21522,11004,1399,1399,9605,205,1681
"195",51057,10998,10998,4970,6028,10827,171,8378,2379,1068,113,1123,75,70,NA,8378,2379,1068,113,1123,75,70,50,0,20,13,71,56,3,28,NA,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,30,19,22,56,3,0,0,0,28,NA,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,19,22,56,3,0,0,0,28,NA,366,6147,1370,5524,27,5497,5121,376,3508,193,572,812,1069,2435,443,2618,27,2591,2396,195,1468,2906,0,2906,2725,181,2040,67,367,327,516,1126,215,126,205,485,553,1309,228,4574,0,0,0,0,38,101,84,201,183,526,556,555,636,564,656,1121,171105,267,259,637,3392,51954,137,43,388,642,1764,58475,26847,10921,1835,1835,9086,214,2164
"2000",51600,21498,21498,10484,11014,16047,5451,5565,9940,3096,1783,4039,1022,542,NA,5565,9940,3096,1783,4039,1022,542,115,17,410,572,2582,123,54,2120,0,4,15,88,0,0,97,17,9,0,13,0,26,56,173,96,437,16,2107,123,54,56,121,59,1884,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,794,7479,6949,12361,148,12213,11924,289,5329,359,1147,3043,3154,4202,456,6728,115,6613,6488,125,1882,5633,33,5600,5436,164,3447,188,585,1777,1806,2122,250,171,562,1266,1348,2080,206,10079,896,347,549,0,0,407,114,349,189,762,1354,1323,1865,3333,1523,1147,345945,229,123,443,7218,67642,84,50,191,901,4201,78921,31247,21034,1205,1205,19829,49,2337
"125",51600,22712,22712,11146,11566,17179,5533,6276,10378,3201,1752,4288,1137,525,NA,6276,10378,3201,1752,4288,1137,525,111,28,386,539,3005,253,0,1736,NA,14,0,118,9,0,82,0,0,57,22,47,0,54,42,94,259,55,2691,253,0,16,158,81,1481,NA,0,14,8,0,118,9,0,82,0,8,0,57,22,47,0,39,54,16,10,55,259,55,2691,253,0,16,158,81,1481,NA,432,7014,8463,12852,170,12682,11998,684,5784,314,1286,3139,2798,4803,512,6736,164,6572,6185,387,2268,6116,6,6110,5813,297,3516,173,672,1673,1538,2371,309,141,614,1466,1260,2432,203,9690,1331,474,857,0,0,376,69,512,239,898,1403,1134,1829,2924,1372,1667,375750,165,190,430,7734,98563,98,7,174,714,4861,116429,45157,22183,1332,1332,20851,41,2827
"195",51600,23531,23531,11444,12087,16722,6809,7188,8938,3088,1134,3653,1063,596,NA,7188,8938,3088,1134,3653,1063,596,96,0,500,467,3378,595,0,2369,NA,11,0,27,7,77,61,26,7,0,38,0,23,10,147,33,665,36,2677,595,0,23,166,53,2127,NA,0,11,0,0,27,7,77,61,26,7,7,0,38,0,23,0,10,0,140,33,665,36,2677,595,0,23,166,53,2127,NA,506,5814,9802,13297,44,13253,12705,548,5577,545,1173,2963,2794,5146,676,7162,27,7135,6810,325,2078,6135,17,6118,5895,223,3499,270,618,1709,1457,2750,358,275,555,1254,1337,2396,318,10016,985,271,573,141,0,403,137,828,218,668,987,1270,2060,3175,1828,1346,364390,451,33,374,7719,116979,145,20,184,459,5108,142000,50029,22797,2113,2113,20684,103,2920
"2000",51059,969749,969749,481373,488376,732072,237677,229470,480152,153956,86404,189131,50661,22450,NA,229470,480152,153956,86404,189131,50661,22450,3131,867,18452,23464,120127,17556,1006,75524,0,671,190,4779,303,1473,4386,650,999,1145,410,404,621,796,4404,2307,11130,2383,106540,17556,1006,1268,5437,2939,65880,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27929,267447,357861,548812,12452,536360,522398,13962,201624,19664,39714,124278,152115,198379,14662,295607,10238,285369,278151,7218,71925,253205,2214,250991,244247,6744,129699,10386,20900,67352,81595,106349,9025,9278,18814,56926,70520,92030,5637,456125,37490,10508,25249,1733,780,6963,4083,22023,6079,26857,44772,60478,103398,142024,70736,51097,15531480,9203,5918,14818,321340,81050,4571,3032,8921,34773,201539,92146,36888,958484,43396,43396,915088,2964,70732
"125",51059,1083770,1083770,535616,548154,765950,317820,279860,458764,145664,80418,176184,56498,27326,NA,279860,458764,145664,80418,176184,56498,27326,3544,692,23090,23855,163012,28307,924,101722,NA,518,308,4484,361,1444,3737,529,1186,878,431,389,569,874,4511,4064,16600,2861,143123,28307,924,805,6358,3269,91290,NA,210,518,112,308,4484,361,1444,3737,529,191,1186,878,431,389,569,309,874,875,3123,3755,16600,2861,143123,28307,924,805,6358,3269,91290,NA,33587,274699,429065,629391,12066,617325,586532,30793,222355,18075,47595,138529,143771,253695,27726,338719,9780,328939,312558,16381,78160,290672,2286,288386,273974,14412,144195,9477,25048,74975,78003,134307,16909,8598,22547,63554,65768,119388,10817,484430,53640,17982,32385,3273,1018,10782,6641,29610,7618,27830,48283,64884,108301,152335,73977,73283,17695540,8964,5228,13737,360523,109383,3893,2409,7757,26564,234763,128102,50532,1074652,59822,59822,1014830,4579,102123
"195",51059,1145862,1145862,568173,577689,787038,358824,311188,444970,136190,77808,173778,57194,30880,NA,311188,444970,136190,77808,173778,57194,30880,5022,957,24901,24310,184408,39391,666,110049,NA,608,359,3428,360,1381,3564,486,841,922,426,435,426,1076,4930,5545,22057,2240,159634,39391,666,1213,5728,2776,100332,NA,190,608,96,359,3428,360,1381,3564,486,198,841,922,426,435,426,160,1076,751,3695,5385,22057,2240,159634,39391,666,1213,5728,2776,100332,NA,32538,267360,480163,649977,11171,638806,613908,24898,255318,20601,53032,134764,144890,256382,40308,348876,9059,339817,326910,12907,95880,301101,2112,298989,286998,11991,159438,10177,26849,73060,78341,137145,23304,10424,26183,61704,66549,119237,17004,491183,59084,19527,34576,4981,2367,11502,8907,40831,6191,29131,47753,65093,113815,157983,75885,77238,18512050,10785,5241,11879,368596,124831,4678,2735,6394,23901,245607,144687,56231,1135370,69450,69450,1065920,7995,140409
"2000",51610,10377,10377,5049,5328,8710,1667,2141,6178,2156,1184,2276,562,391,NA,2141,6178,2156,1184,2276,562,391,36,0,355,359,632,112,12,552,0,11,0,74,11,24,72,0,10,6,7,20,0,0,65,59,48,6,578,112,12,14,27,46,465,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,2569,4758,6072,39,6033,5857,176,2190,186,254,1285,1632,2483,232,3120,39,3081,2981,100,815,2952,0,2952,2876,76,1375,68,164,690,849,1256,93,118,90,595,783,1227,139,4362,895,93,788,14,33,174,94,295,118,417,446,716,1419,1547,623,272,146735,157,121,259,3935,74924,49,35,85,318,2132,97225,41051,10294,432,432,9862,50,1159
"125",51610,12300,12300,5857,6443,10050,2250,3118,6511,2050,957,2493,1011,421,NA,3118,6511,2050,957,2493,1011,421,19,0,402,637,855,222,8,528,NA,0,0,57,61,84,93,82,0,0,0,8,18,65,72,135,38,17,762,222,8,0,75,96,357,NA,0,0,0,0,57,61,84,93,82,0,0,0,0,8,18,0,65,0,72,135,38,17,762,222,8,0,75,96,357,NA,201,2069,6072,7264,72,7192,6782,410,2281,117,661,1663,1465,3036,322,3753,72,3681,3500,181,765,3511,0,3511,3282,229,1516,34,404,846,814,1470,185,83,257,817,651,1566,137,4736,1147,260,887,0,0,224,185,487,82,371,583,889,1556,1722,729,360,169300,96,68,119,4574,122844,55,31,39,301,2647,151906,57784,12284,506,506,11778,84,1181
"195",51610,14128,14128,6868,7260,11415,2713,3208,7766,1942,1487,3255,1082,441,NA,3208,7766,1942,1487,3255,1082,441,13,0,428,423,1214,97,100,879,NA,0,14,92,14,12,27,13,19,9,0,0,13,30,72,130,154,49,989,97,100,0,30,19,830,NA,12,0,0,14,92,14,12,27,13,0,19,9,0,0,13,18,30,0,60,112,154,49,989,97,100,0,30,19,830,NA,28,2122,7430,8259,60,8199,7883,316,2768,255,622,1599,1671,3477,635,4239,50,4189,4097,92,977,4020,10,4010,3786,224,1791,174,227,827,1003,1737,271,81,395,772,668,1740,364,5231,1369,221,1101,47,21,330,185,677,92,611,536,1097,1334,1674,1172,620,208010,74,26,246,5147,127610,25,20,89,167,3305,173021,72325,14053,445,445,13608,24,1792
"2000",51061,55139,55139,27250,27889,53157,1982,29469,22777,7087,3706,9839,2145,911,NA,29469,22777,7087,3706,9839,2145,911,41,39,831,774,511,44,25,628,0,38,13,268,0,35,152,16,0,66,28,6,10,40,102,0,133,10,368,44,25,14,321,133,160,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2267,24569,9956,29446,79,29367,28622,745,12561,1614,1862,5466,8599,10965,940,16113,66,16047,15698,349,4391,13333,13,13320,12924,396,8170,795,973,2873,4725,6183,564,819,889,2593,3874,4782,376,25469,238,69,26,143,40,843,205,1429,959,1970,2336,2612,3599,5331,3894,6094,986135,943,650,1290,17006,61999,305,363,769,3094,10677,69507,28757,54481,2964,2964,51517,483,5048
"125",51061,65495,65495,32357,33138,61787,3708,35351,25566,8077,3955,10807,2727,870,NA,35351,25566,8077,3955,10807,2727,870,27,13,830,1007,636,86,59,1920,NA,87,33,292,0,18,237,14,18,56,52,0,16,9,153,22,37,31,568,86,59,41,567,125,1187,NA,16,87,0,33,292,0,18,237,14,0,18,56,52,0,16,0,9,37,100,22,37,31,568,86,59,41,567,125,1187,NA,1436,28700,14182,35866,148,35718,33609,2109,15215,1691,2796,5178,8075,16281,1845,19346,138,19208,18042,1166,5590,16520,10,16510,15567,943,9625,786,1457,2901,4357,8786,1059,905,1339,2277,3718,7495,786,29792,460,139,73,248,0,576,341,2028,782,2670,2412,2895,3450,6509,4004,8447,1215235,653,515,1136,20727,88687,225,78,668,2610,13569,102931,40080,65014,3436,3436,61578,476,7779
"195",51061,69728,69728,34507,35221,65298,4430,36822,27412,8295,3927,11577,3613,1064,NA,36822,27412,8295,3927,11577,3613,1064,123,16,925,782,885,121,46,2596,NA,29,5,230,0,20,214,46,65,29,28,0,16,0,67,70,101,18,729,121,46,107,596,158,1735,NA,5,29,0,5,230,0,20,214,46,5,65,29,28,0,16,6,0,0,57,64,101,18,729,121,46,107,596,158,1735,NA,1286,29296,17487,37337,117,37220,36040,1180,18052,1583,3045,6407,7358,16302,2642,19823,92,19731,19075,656,7241,17514,25,17489,16965,524,10811,852,1513,3231,3985,8740,1502,731,1532,3176,3373,7562,1140,31333,431,130,85,216,32,355,247,2814,717,2054,2668,2895,4385,6045,4373,9261,1327935,598,582,1091,22291,100783,214,245,440,1608,15511,121376,45408,69367,4030,4030,65337,680,10407
"2000",51063,13874,13874,6849,7025,13663,211,10268,3360,808,664,1813,75,35,NA,10268,3360,808,664,1813,75,35,18,0,17,44,17,10,12,128,0,0,0,7,0,13,15,0,0,0,0,0,0,0,9,0,10,0,7,10,12,0,94,8,26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1580,7026,1230,6857,0,6857,6612,245,4304,454,542,1487,1656,2517,201,3863,0,3863,3730,133,1622,2994,0,2994,2882,112,2682,233,287,814,924,1461,144,221,255,673,732,1056,57,6043,5,5,0,0,0,91,20,411,203,500,394,629,715,1712,1161,845,206825,766,425,963,3649,31585,212,279,632,1639,1445,38128,16345,13791,1616,1616,12175,327,1810
"125",51063,15268,15268,7437,7831,15076,192,10299,4658,1326,649,1953,730,119,NA,10299,4658,1326,649,1953,730,119,25,0,94,37,93,0,0,62,NA,0,0,5,0,0,32,0,0,0,0,0,0,0,0,0,85,0,8,0,0,8,17,0,37,NA,0,0,0,0,5,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,85,0,8,0,0,8,17,0,37,NA,831,8130,1994,7716,10,7706,7163,543,4542,316,491,1325,1605,3562,417,4163,10,4153,3874,279,1724,3553,0,3553,3289,264,2818,91,315,771,868,1860,258,225,176,554,737,1702,159,6069,26,26,0,0,0,222,94,503,313,672,491,331,884,1962,816,942,215455,347,636,711,4382,44038,190,110,447,1141,2242,53139,21855,15198,1940,1940,13258,261,2400
"195",51063,15704,15704,7896,7808,15224,480,11468,3679,960,350,2046,323,77,NA,11468,3679,960,350,2046,323,77,0,0,77,119,21,12,0,328,NA,0,25,53,0,0,17,0,0,0,0,0,0,0,24,0,0,0,21,12,0,42,207,74,5,NA,0,0,0,25,53,0,0,17,0,0,0,0,0,0,0,0,0,0,24,0,0,0,21,12,0,42,207,74,5,NA,796,8256,2567,7501,12,7489,7317,172,5590,275,488,1246,1510,3301,681,4018,12,4006,3886,120,2566,3483,0,3483,3431,52,3024,175,263,632,867,1858,223,100,225,614,643,1443,458,6602,35,0,0,35,0,124,35,455,286,543,608,459,974,1362,1601,963,232850,328,279,970,4916,51521,120,26,397,1100,2838,62428,26882,15605,1613,1613,13992,334,3121
"2000",51065,20047,20047,9305,10742,19578,469,12076,7381,3635,1009,2358,379,121,NA,12076,7381,3635,1009,2358,379,121,14,8,99,255,75,6,0,133,0,24,0,97,0,23,52,0,0,4,0,0,0,0,19,36,0,0,75,6,0,0,40,45,48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1145,9525,3455,10134,31,10103,9812,291,5722,476,651,2165,2803,3587,452,5097,31,5066,4920,146,2044,5037,0,5037,4892,145,3678,217,341,1125,1382,1799,233,259,310,1040,1421,1788,219,9061,79,58,21,0,0,121,89,408,173,456,596,764,1949,3428,1174,810,303665,417,313,835,5804,46372,167,117,579,1863,2989,51141,20338,19052,1121,1121,17931,200,2529
"125",51065,25749,25749,11633,14116,24989,760,15293,9255,3950,1585,2988,732,441,NA,15293,9255,3950,1585,2988,732,441,35,34,372,381,152,18,0,209,NA,0,0,56,0,20,142,0,0,0,0,10,0,0,59,94,13,19,120,18,0,49,51,67,42,NA,0,0,28,0,56,0,20,142,0,0,0,0,0,10,0,6,0,0,31,88,13,19,120,18,0,49,51,67,42,NA,893,12217,5260,12626,78,12548,11798,750,7782,261,966,2627,2723,5546,503,6184,78,6106,5695,411,2778,6442,0,6442,6103,339,5004,103,495,1223,1402,2662,299,158,471,1404,1321,2884,204,10654,15,15,0,0,1,16,62,1056,84,426,576,963,2471,4019,1263,946,346195,306,425,565,8123,71181,257,145,282,1039,5282,80844,30337,24439,1632,1632,22807,186,3784
"195",51065,26594,26594,12217,14377,25674,920,15692,9709,3654,1569,3310,1176,273,NA,15692,9709,3654,1569,3310,1176,273,22,6,245,356,165,90,0,309,NA,14,0,50,0,0,192,0,0,0,0,0,0,0,99,1,0,26,139,90,0,0,196,23,90,NA,0,14,0,0,50,0,0,192,0,0,0,0,0,0,0,0,0,11,88,1,0,26,139,90,0,0,196,23,90,NA,427,12314,6544,13085,122,12963,12651,312,8783,638,829,2169,2935,5569,945,6461,47,6414,6275,139,3288,6624,75,6549,6376,173,5495,350,384,1054,1515,2717,441,288,445,1115,1420,2852,504,11159,17,17,0,0,0,93,149,1041,319,448,721,657,2628,3961,1478,1223,376310,308,152,720,8743,76873,126,22,212,855,5884,91310,39633,25008,1370,1370,23638,131,4967
