"YEAR","FIPS","AV0AA","B78AA","AV1AA","AV1AB","AT5AA","AT5AB","AL8AA","AL8AB","AL8AC","AL8AD","AL8AE","AL8AF","AL8AG","AL8AH","AL9AA","AL9AB","AL9AC","AL9AD","AL9AE","AL9AF","AL9AG","AL9AH","AL9AI","AL9AJ","AK7AA","AK7AB","AK7AC","AK7AD","AK7AE","AK7AF","AB9AA","AB9AB","AB9AC","AB9AD","AB9AE","AB9AF","AB9AG","AB9AH","AB9AI","AB9AJ","AB9AK","AB9AL","AB9AM","AB9AN","AB9AO","AB9AP","AB9AQ","AB9AR","AB9AS","AB9AT","AB9AU","AB9AV","AB9AW","AB9AX","AB9AY","AJ6AA","AJ6AB","AJ6AC","AJ6AD","AJ6AE","AJ6AF","AJ6AG","AJ6AH","AJ6AI","AJ6AJ","AJ6AK","AJ6AL","AJ6AM","AJ6AN","AJ6AO","AJ6AP","AJ6AQ","AJ6AR","AJ6AS","AJ6AT","AJ6AU","AJ6AV","AJ6AW","AJ6AX","AJ6AY","AJ6AZ","AJ6BA","AJ6BB","AJ6BC","AJ6BD","B69AA","B69AB","B69AC","B84AA","B84AB","B84AC","B84AD","B84AE","B84AF","A63AA","A63AB","A63AC","A63AD","A63AE","A63AF","BS4AA","BS4AB","BS4AC","BS4AD","BS4AE","BS4AF","BS4AG","BS4AH","BS4AI","BS4AJ","BS4AK","BS4AL","A67AA","A67AB","A67AC","A67AD","A67AE","A67AF","A67AG","A67AH","A67AI","A67AJ","A67AK","A67AL","C54AA","C54AB","C54AC","C54AD","C54AE","C54AF","C54AG","C54AH","C54AI","C50AA","C50AB","C50AC","C50AD","C50AE","C50AF","C50AG","C50AH","C98AA","BS7AA","BS7AB","BS7AC","BS7AD","B79AA","A88AA","A88AB","A88AC","A88AD","A88AE","AB2AA","BD5AA","AX6AA","CL6AA","AX7AA","AX7AB","BV8AA","BV8AB"
"2000",51109,25627,25627,12611,13016,25297,330,18418,6734,2174,809,3317,434,145,NA,18418,6734,2174,809,3317,434,145,20,0,125,156,94,5,18,57,0,8,0,47,0,0,42,6,7,13,0,3,14,1,0,15,4,14,76,5,18,0,3,20,34,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1945,13278,2474,12643,4,12639,12204,435,7310,622,899,2542,3679,4450,451,6781,4,6777,6583,194,2915,5862,0,5862,5621,241,4395,367,492,1314,1976,2359,273,255,407,1228,1703,2091,178,11194,65,63,2,0,0,147,119,514,314,546,828,1088,1868,2853,2363,1665,414795,970,656,1347,7002,39402,382,305,1002,2503,3127,44722,19479,25430,2586,2586,22844,399,2803
"125",51109,33083,33083,16284,16799,32240,843,21921,10026,3437,1337,4564,688,293,NA,21921,10026,3437,1337,4564,688,293,58,10,225,247,163,14,0,419,NA,42,0,49,0,0,33,0,0,8,0,0,0,0,37,78,15,5,143,14,0,0,116,178,125,NA,0,42,0,0,49,0,0,33,0,0,0,8,0,0,0,0,0,27,10,78,15,5,143,14,0,0,116,178,125,NA,1230,17946,4339,17058,40,17018,15968,1050,9704,564,1274,3383,3713,7346,778,8766,40,8726,8160,566,4281,8292,0,8292,7808,484,5423,257,576,1599,2015,3868,451,307,698,1784,1698,3478,327,14561,87,50,0,37,21,196,198,684,241,810,727,1498,2793,4271,2696,2027,529510,640,816,1081,10486,55765,201,264,728,2223,6011,65969,27654,32934,3276,3276,29658,365,4455
"195",51109,36040,36040,17679,18361,34733,1307,23352,11062,3637,1333,5331,761,319,NA,23352,11062,3637,1333,5331,761,319,33,0,286,341,360,1,16,589,NA,0,0,48,0,0,148,0,0,60,0,0,20,8,16,61,34,73,233,1,16,0,328,30,231,NA,5,0,0,0,48,0,0,148,0,11,0,60,0,0,20,0,8,0,0,61,34,73,233,1,16,0,328,30,231,NA,1386,18526,6308,17502,0,17502,16553,949,11973,484,1509,3542,3580,7165,1222,9337,0,9337,8699,638,5152,8165,0,8165,7854,311,6821,207,876,1784,1796,3957,717,277,633,1758,1784,3208,505,14916,43,33,0,10,0,200,72,1079,398,1115,851,1029,2399,4310,2978,2151,559110,548,744,1171,11408,60975,238,170,699,1848,6731,72941,34041,35682,4209,4209,31473,397,6578
"2000",51111,13146,13146,6997,6149,12983,163,10023,2860,681,179,1651,349,100,NA,10023,2860,681,179,1651,349,100,5,0,95,51,10,0,0,102,0,0,0,13,0,0,29,0,0,0,0,0,0,0,9,0,0,4,6,0,0,0,87,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1370,7082,853,5426,4,5422,5140,282,5226,234,481,935,1404,2055,317,2850,4,2846,2679,167,2837,2576,0,2576,2461,115,2389,131,266,508,721,1060,164,103,215,427,683,995,153,4671,29,29,0,0,0,123,72,121,271,531,676,648,928,846,417,578,146835,875,593,804,2724,27899,348,315,477,1240,1039,34302,14951,11913,2377,2377,9536,507,1717
"125",51111,12838,12838,6834,6004,12475,363,9713,2643,1135,217,1116,175,119,NA,9713,2643,1135,217,1116,175,119,24,4,91,26,75,13,0,249,NA,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,13,0,0,139,0,110,NA,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,13,0,0,139,0,110,NA,1086,7197,961,5053,5,5048,4555,493,5590,285,433,735,807,2425,368,2545,5,2540,2252,288,3136,2508,0,2508,2303,205,2454,142,204,407,366,1240,186,143,229,328,441,1185,182,4080,21,21,0,0,0,75,140,127,192,574,480,627,761,884,220,578,123680,409,480,798,2914,34455,175,156,541,895,1363,42975,17457,11327,2537,2537,8790,370,1826
"195",51111,12282,12282,6302,5980,11537,745,8320,3149,1372,286,1265,226,68,NA,8320,3149,1372,286,1265,226,68,7,9,52,23,324,0,0,398,NA,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,1,0,323,0,0,0,355,12,31,NA,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,323,0,0,0,355,12,31,NA,633,7335,1016,4863,11,4852,4632,220,5364,158,534,770,1037,1957,407,2580,11,2569,2439,130,2794,2283,0,2283,2193,90,2570,99,342,410,519,940,270,59,192,360,518,1017,137,3927,48,48,0,0,0,56,234,225,136,418,487,532,762,992,349,589,129300,281,302,579,3131,44303,95,64,324,929,1619,53079,19848,11304,1856,1856,9448,289,2311
"2000",51680,65269,65269,29841,35428,63196,2073,43665,19057,6469,3008,8163,1417,474,NA,43665,19057,6469,3008,8163,1417,474,60,63,351,595,876,109,14,479,0,12,26,115,6,76,108,24,5,35,5,0,0,0,141,42,158,25,693,109,14,36,65,102,276,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3321,27184,10301,31280,33,31247,29160,2087,20999,2495,4836,6550,7043,9070,1286,15631,27,15604,14569,1035,7491,15649,6,15643,14591,1052,13508,1101,2234,3402,3731,4558,605,1394,2602,3148,3312,4512,681,25498,809,809,0,0,84,1333,218,677,960,4676,7747,7006,4344,1913,444,852,468070,3550,2130,4277,15508,32234,1317,918,2173,5154,6235,40844,18263,58954,9363,9363,49591,1026,8592
"125",51680,75657,75657,35319,40338,71988,3669,45548,25951,7931,4391,11560,2069,489,NA,45548,25951,7931,4391,11560,2069,489,70,9,410,501,1768,320,18,1062,NA,0,0,98,6,22,149,0,15,16,0,17,13,0,52,113,150,43,1575,320,18,0,374,272,416,NA,0,0,26,0,98,6,22,149,0,0,15,16,0,17,13,5,0,26,0,108,150,43,1575,320,18,0,374,272,416,NA,2326,27870,13385,36904,176,36728,32845,3883,25921,2682,7388,8105,5892,11330,1507,18441,156,18285,16212,2073,10252,18463,20,18443,16633,1810,15669,1270,3518,4280,2957,5591,825,1412,3870,3825,2935,5739,682,28473,1027,1006,0,21,95,1526,164,944,1595,5473,8619,6881,4605,2442,475,1195,527630,3680,2229,3698,18859,37774,1461,653,1522,4022,8303,53034,21824,67005,16313,16313,50692,1119,8618
"195",51680,80569,80569,37729,42840,76349,4220,45565,29638,8969,4688,12078,3903,1146,NA,45565,29638,8969,4688,12078,3903,1146,172,9,965,467,1610,726,33,1384,NA,0,8,137,0,10,75,32,24,0,19,0,0,0,139,23,645,4,961,726,33,0,34,232,1118,NA,12,0,0,8,137,0,10,75,32,0,24,0,19,0,0,0,0,115,12,23,645,4,961,726,33,0,34,232,1118,NA,1697,27246,15981,39127,109,39018,36762,2256,27746,2734,8925,9096,5422,10868,2082,19152,85,19067,17923,1144,11527,19975,24,19951,18839,1112,16219,1113,4310,4685,2816,5134,1094,1621,4615,4411,2606,5734,988,30445,968,948,8,12,138,1847,699,1598,1362,6195,8358,8501,5361,2052,663,1622,593360,2393,1672,2843,21365,46409,687,601,1122,3935,9856,61870,23863,70096,13676,13676,56420,915,9704
"2000",51113,12520,12520,6099,6421,12241,279,8734,3417,831,538,1660,388,90,NA,8734,3417,831,538,1660,388,90,9,0,81,124,26,2,0,127,0,0,9,55,19,0,15,0,0,0,0,0,0,0,26,0,0,0,26,2,0,35,5,0,87,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,939,6030,1675,6384,11,6373,6170,203,3491,387,436,1187,1752,2279,343,3471,11,3460,3315,145,1345,2913,0,2913,2855,58,2146,244,201,676,915,1209,226,143,235,511,837,1070,117,5409,12,12,0,0,0,225,54,357,253,515,531,804,1194,1132,577,694,172560,375,267,702,3400,39856,164,147,415,1271,1542,44857,18636,12328,1179,1179,11149,181,1595
"125",51113,13270,13270,6531,6739,12851,419,9121,3678,1179,279,1867,353,52,NA,9121,3678,1179,279,1867,353,52,0,0,52,197,116,0,16,90,NA,117,0,43,0,0,0,0,0,0,14,0,0,0,0,23,0,0,116,0,16,0,8,39,43,NA,0,117,0,0,43,0,0,0,0,0,0,0,14,0,0,0,0,0,0,23,0,0,116,0,16,0,8,39,43,NA,617,7066,1728,6740,0,6740,6223,517,3874,225,482,1083,1359,3161,430,3515,0,3515,3257,258,1623,3225,0,3225,2966,259,2251,100,233,589,717,1640,236,125,249,494,642,1521,194,5699,27,12,0,15,0,73,40,172,276,319,551,719,1091,1513,739,631,182045,203,338,518,4010,54510,59,172,318,909,2337,60189,25940,13015,1660,1660,11355,247,2119
"195",51113,13170,13170,6403,6767,12780,390,9811,2852,1043,563,1153,93,117,NA,9811,2852,1043,563,1153,93,117,30,0,87,107,64,0,11,208,NA,0,0,17,0,0,29,0,0,0,0,0,0,0,43,18,0,0,64,0,11,0,37,0,171,NA,0,0,0,0,17,0,0,29,0,0,0,0,0,0,0,0,0,32,11,18,0,0,64,0,11,0,37,0,171,NA,496,6845,2240,6536,0,6536,6204,332,4178,210,477,1368,1179,2818,484,3452,0,3452,3312,140,1722,3084,0,3084,2892,192,2456,68,294,810,638,1373,269,142,183,558,541,1445,215,5339,88,88,0,0,0,156,100,397,200,473,580,713,1287,1186,687,557,164235,195,112,477,4165,57895,65,27,216,785,2437,66528,30777,12994,852,852,12142,238,2489
"2000",51683,35135,35135,17868,17267,30162,4973,14119,15291,4658,2413,6448,1772,752,NA,14119,15291,4658,2413,6448,1772,752,135,0,617,454,781,139,4,3595,0,4,0,125,0,35,118,0,7,24,83,6,6,12,28,6,113,8,660,139,4,47,1797,17,1734,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1492,13734,5962,19118,170,18948,18238,710,6601,1069,2049,4816,5461,5362,361,10423,145,10278,9949,329,2519,8695,25,8670,8289,381,4082,413,1090,2679,3087,2916,238,656,959,2137,2374,2446,123,16625,491,88,56,347,53,308,237,431,412,1893,2678,1914,1574,3218,2828,3197,574660,349,379,818,10239,60409,167,196,364,1860,5945,70141,24453,34163,2151,2151,32012,91,1594
"125",51683,37943,37943,18942,19001,28497,9446,15809,11993,3615,1364,5381,1633,695,NA,15809,11993,3615,1364,5381,1633,695,56,0,639,532,1759,214,18,6923,NA,31,0,10,0,25,106,0,0,25,104,0,0,23,133,75,100,45,1614,214,18,79,1559,66,5219,NA,0,31,0,0,10,0,25,106,0,0,0,25,104,0,0,0,23,96,37,75,100,45,1614,214,18,79,1559,66,5219,NA,2603,14209,6494,20925,42,20883,19327,1556,7534,884,2177,5064,4757,7479,564,11634,42,11592,10642,950,2478,9291,0,9291,8685,606,5056,441,1251,2843,2755,3936,408,443,926,2221,2002,3543,156,17174,703,105,53,545,0,471,222,476,429,1795,3000,1593,2280,3417,2202,3854,621190,585,222,729,10475,70634,361,203,571,1418,6338,74464,28632,37790,4792,4792,32998,174,2544
"195",51683,41174,41174,20657,20517,30402,10772,15928,13489,3807,2115,5730,1837,985,NA,15928,13489,3807,2115,5730,1837,985,182,39,764,534,1877,578,23,7760,NA,11,0,86,8,6,74,7,46,0,16,0,0,5,222,76,166,19,1669,578,23,5,1857,21,5877,NA,7,11,0,0,86,8,6,74,7,0,46,0,16,0,0,0,5,59,156,76,166,19,1669,578,23,5,1857,21,5877,NA,2402,16182,7819,23036,92,22944,21799,1145,8315,1084,2414,5436,4982,8097,1023,12829,80,12749,12135,614,2830,10207,12,10195,9664,531,5485,573,1317,3000,3010,4322,607,511,1097,2436,1972,3775,416,19159,730,181,40,509,88,439,197,851,301,1582,2322,2433,2477,3753,3024,4721,751720,657,218,687,11336,81493,279,59,343,1484,7304,86954,33082,41041,3270,3270,37771,264,3739
"2000",51685,10290,10290,5242,5048,8747,1543,4690,3863,1246,592,1568,457,194,NA,4690,3863,1246,592,1568,457,194,4,12,178,58,440,16,0,1029,0,0,0,22,0,4,14,0,7,0,0,0,0,0,11,0,27,9,404,16,0,7,343,13,666,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,454,4505,1265,5672,34,5638,5513,125,1676,306,561,1827,1723,1148,107,3154,28,3126,3066,60,566,2518,6,2512,2447,65,1110,150,306,1008,993,634,63,156,255,819,730,514,44,5016,120,24,8,88,8,50,146,163,22,415,533,556,807,1104,861,1042,190215,88,89,181,2895,60794,68,47,172,646,1627,61075,21048,10261,530,530,9731,53,419
"125",51685,14409,14409,7082,7327,9825,4584,5532,4046,984,797,1682,583,247,NA,5532,4046,984,797,1682,583,247,101,0,146,318,1154,299,0,2813,NA,0,0,10,0,0,13,0,0,0,60,0,0,0,212,23,36,0,1118,299,0,0,723,0,2090,NA,0,0,0,0,10,0,0,13,0,0,0,0,60,0,0,0,0,0,212,23,36,0,1118,299,0,0,723,0,2090,NA,945,5970,1953,8191,73,8118,7767,351,2564,191,874,2321,2300,2486,19,4387,53,4334,4136,198,867,3804,20,3784,3631,153,1697,97,471,1252,1129,1426,12,94,403,1069,1171,1060,7,6934,357,63,45,249,31,60,160,191,5,463,444,527,1209,1831,1204,1859,307030,60,220,126,3871,71810,22,78,79,427,2643,76696,27306,14409,783,783,13626,14,825
"195",51685,16986,16986,8887,8099,10851,6135,6422,4057,1091,359,1846,761,372,NA,6422,4057,1091,359,1846,761,372,81,46,245,229,1611,534,0,3761,NA,0,0,0,0,0,0,0,0,18,155,0,0,0,49,23,98,0,1497,534,0,27,397,0,3337,NA,0,0,0,0,0,0,0,0,0,0,0,18,155,0,0,0,0,0,49,23,98,0,1497,534,0,27,397,0,3337,NA,909,7097,3093,9808,29,9779,9340,439,3270,290,941,2276,2610,3374,317,5502,29,5473,5248,225,1338,4306,0,4306,4092,214,1932,183,441,1111,1565,1946,256,107,500,1165,1045,1428,61,7886,670,145,26,499,51,45,50,519,29,336,682,746,1411,1602,1659,2237,352095,0,65,235,4341,88046,29,34,129,474,2611,89842,34326,16832,1073,1073,15759,22,1415
"2000",51690,15416,15416,6966,8450,15004,412,11025,3909,838,256,2623,192,70,NA,11025,3909,838,256,2623,192,70,23,0,47,59,48,19,0,286,0,0,0,4,0,0,23,0,0,9,0,0,0,4,0,19,0,0,48,19,0,0,203,24,59,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1420,7623,1800,6682,17,6665,6086,579,5669,327,642,1292,1896,2181,344,3380,17,3363,3068,295,2046,3302,0,3302,3018,284,3623,134,332,717,918,1092,187,193,310,575,978,1089,157,5759,6,6,0,0,23,93,31,113,199,1142,1668,1120,857,396,250,280,106845,1079,655,1231,3541,27441,332,375,733,1282,1343,35321,17251,14798,2839,2839,11959,470,2304
"125",51690,13854,13854,6133,7721,13227,627,9512,3603,536,336,2602,129,112,NA,9512,3603,536,336,2602,129,112,0,0,112,80,128,61,0,358,NA,0,0,0,0,0,25,0,0,0,0,0,9,9,37,0,88,0,40,61,0,0,312,6,40,NA,0,0,0,0,0,0,0,25,0,0,0,0,0,0,9,0,9,0,37,0,88,0,40,61,0,0,312,6,40,NA,937,7187,1775,6072,0,6072,5120,952,5287,330,552,907,1380,2570,333,2713,0,2713,2107,606,2139,3359,0,3359,3013,346,3148,77,317,454,601,1121,143,253,235,453,779,1449,190,4784,13,13,0,0,0,181,55,39,321,1135,1661,812,458,196,198,252,83400,977,742,1054,3232,28840,445,251,533,876,1328,39415,20132,13360,3735,3735,9625,423,2007
"195",51690,12852,12852,5707,7145,12370,482,8577,3647,735,261,2480,171,146,NA,8577,3647,735,261,2480,171,146,65,0,81,102,101,34,15,230,NA,0,0,15,10,11,9,0,0,29,0,0,0,0,9,19,25,0,76,34,15,7,107,0,116,NA,0,0,0,0,15,10,11,9,0,0,0,29,0,0,0,0,0,2,7,19,25,0,76,34,15,7,107,0,116,NA,535,6400,1844,5473,0,5473,5144,329,4498,125,607,1061,1156,2158,366,2426,0,2426,2220,206,1960,3047,0,3047,2924,123,2538,50,213,446,570,955,192,75,394,615,586,1203,174,4597,76,76,0,0,0,37,95,236,330,981,1159,964,488,291,343,282,93885,702,383,888,3559,34371,263,178,430,919,1485,44714,22836,12391,2962,2962,9429,257,1951
"2000",51115,9207,9207,4441,4766,9009,198,6389,2567,782,451,1176,158,53,NA,6389,2567,782,451,1176,158,53,3,0,50,166,5,0,0,27,0,0,0,53,0,0,88,7,0,8,0,0,0,0,10,0,0,0,5,0,0,5,5,14,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366,5233,1327,4242,62,4180,4046,134,3327,113,298,800,1054,1720,257,2192,62,2130,2066,64,1444,2050,0,2050,1980,70,1883,34,155,406,555,870,172,79,143,394,499,850,85,3589,105,105,0,0,0,83,65,178,158,373,385,395,419,585,340,1187,175850,206,224,626,2878,43222,44,100,318,922,1442,50653,23610,9136,550,550,8586,92,1827
"125",51115,8965,8965,4239,4726,8762,203,6023,2619,1071,315,920,313,120,NA,6023,2619,1071,315,920,313,120,20,0,100,94,30,0,0,79,NA,0,0,71,0,0,23,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,10,41,28,NA,0,0,0,0,71,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,10,41,28,NA,133,4892,1749,4128,128,4000,3806,194,3421,119,379,520,748,2059,303,2112,128,1984,1927,57,1470,2016,0,2016,1879,137,1951,70,263,160,532,908,179,49,116,360,216,1151,124,3389,70,70,0,0,0,88,62,303,214,274,453,359,504,579,372,854,123300,115,160,587,2953,55590,121,22,331,581,1751,66678,30528,8851,765,765,8086,110,2190
"195",51115,8788,8788,4382,4406,8589,199,5697,2888,635,289,1493,471,4,NA,5697,2888,635,289,1493,471,4,0,0,4,20,53,0,3,123,NA,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,53,0,3,0,0,0,123,NA,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,3,0,0,0,123,NA,226,4764,1929,3786,39,3747,3581,166,4100,197,285,528,728,1723,325,2122,32,2090,1975,115,1684,1664,7,1657,1606,51,2416,162,187,297,348,870,258,35,98,231,380,853,67,3256,13,13,0,0,0,29,44,187,123,265,193,273,537,727,215,1009,128850,171,202,415,3132,64237,36,141,248,374,1652,67152,35731,8697,990,990,7707,86,2606
"2000",51117,32380,32380,15972,16408,31856,524,23634,8089,2157,590,5030,312,133,NA,23634,8089,2157,590,5030,312,133,21,5,107,100,143,18,0,263,0,0,0,29,0,18,46,0,0,7,0,0,0,0,0,0,63,8,72,18,0,1,173,22,67,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2674,17530,2777,14516,11,14505,13545,960,11751,831,1122,2706,3643,5429,785,7411,11,7400,7026,374,5489,7105,0,7105,6519,586,6262,361,592,1369,1920,2728,441,470,530,1337,1723,2701,344,12384,43,43,0,0,0,237,164,381,715,1734,2133,1995,2158,2347,616,1130,327140,1908,1076,2194,7723,31380,694,542,1452,3250,2967,37752,17171,30886,4785,4785,26101,978,4666
"125",51117,32548,32548,15990,16558,31680,868,22929,8481,2963,673,4491,354,270,NA,22929,8481,2963,673,4491,354,270,0,0,270,223,258,51,11,325,NA,17,0,35,15,11,63,0,0,0,0,0,12,0,47,27,8,15,231,51,11,0,254,3,68,NA,0,17,0,0,35,15,11,63,0,0,0,0,0,0,12,9,0,47,0,18,8,15,231,51,11,0,254,3,68,NA,2288,18260,3273,13485,0,13485,12232,1253,13373,574,773,2437,2654,6049,998,6818,0,6818,6093,725,6317,6667,0,6667,6139,528,7056,240,531,1245,1270,3049,483,334,242,1192,1384,3000,515,10731,88,88,0,0,0,159,359,530,595,1839,1683,1208,2003,1959,845,1205,315050,1460,930,2223,8029,35399,570,331,1041,2263,3683,47719,19795,30858,6515,6515,24343,901,5673
"195",51117,30728,30728,14889,15839,29987,741,21500,8416,2507,989,4747,173,71,NA,21500,8416,2507,989,4747,173,71,0,11,60,98,34,44,0,565,NA,0,0,8,0,9,47,9,0,21,0,0,0,0,0,4,1,0,33,44,0,0,219,0,346,NA,0,0,0,0,8,0,9,47,9,0,0,21,0,0,0,0,0,0,0,4,1,0,33,44,0,0,219,0,346,NA,1749,16388,4583,12636,0,12636,12145,491,13001,462,1030,2356,2237,5367,1184,6144,0,6144,5938,206,6193,6492,0,6492,6207,285,6808,276,484,1150,1029,2584,621,186,546,1206,1208,2783,563,10661,51,51,0,0,0,114,451,651,569,1680,1527,1377,2223,2214,649,1038,290150,956,964,1539,8616,43207,495,309,679,1872,4351,57971,25056,29624,5627,5627,23997,892,6472
"2000",51119,9932,9932,4773,5159,9724,208,7096,2530,885,391,1106,148,98,NA,7096,2530,885,391,1106,148,98,15,0,83,130,41,0,9,28,0,0,0,25,4,9,15,2,4,0,0,0,0,0,7,64,0,9,32,0,9,0,15,0,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,799,5229,1408,4475,13,4462,4287,175,3741,241,256,612,1074,1922,370,2463,9,2454,2364,90,1456,2012,4,2008,1923,85,2285,127,160,334,562,1048,232,114,96,278,512,874,138,3935,40,40,0,0,0,146,38,74,208,513,512,417,605,671,315,918,146090,388,335,557,2974,36875,174,115,375,1030,1206,43440,22708,9603,1251,1251,8352,227,1904
"125",51119,10855,10855,5412,5443,10574,281,7099,3427,1351,380,1365,331,48,NA,7099,3427,1351,380,1365,331,48,0,0,48,164,44,0,0,73,NA,0,9,80,0,6,20,17,0,0,0,0,0,0,13,19,0,0,44,0,0,0,29,8,36,NA,0,0,0,9,80,0,6,20,17,13,0,0,0,0,0,0,0,0,0,19,0,0,44,0,0,0,29,8,36,NA,316,5685,2424,4867,2,4865,4602,263,4520,144,263,681,878,2487,414,2447,2,2445,2353,92,2230,2420,0,2420,2249,171,2290,107,119,348,401,1267,205,37,144,333,477,1220,209,3806,29,29,0,0,0,243,67,355,206,657,676,452,656,595,183,720,116585,131,279,484,3499,55625,46,122,218,768,1953,70819,31947,10534,859,859,9675,171,2589
"195",51119,10675,10675,5202,5473,10395,280,7528,2738,947,312,1316,163,129,NA,7528,2738,947,312,1316,163,129,0,0,129,53,92,8,11,116,NA,0,0,0,0,0,17,9,0,0,0,0,0,9,8,10,0,25,67,8,11,0,87,16,13,NA,0,0,0,0,0,0,0,17,9,0,0,0,0,0,0,0,9,0,8,10,0,25,67,8,11,0,87,16,13,NA,311,6260,1800,4650,0,4650,4394,256,4466,232,329,787,588,2222,492,2391,0,2391,2294,97,2062,2259,0,2259,2100,159,2404,108,202,414,374,1045,248,124,127,373,214,1177,244,3767,0,0,0,0,0,117,103,308,411,376,453,445,682,612,369,639,113405,393,252,420,3538,57438,119,27,132,658,1874,68391,31502,10314,1036,1036,9278,258,2934
"2000",51121,83629,83629,43806,39823,78816,4813,47997,29779,7898,4797,14464,2620,1040,NA,47997,29779,7898,4797,14464,2620,1040,23,30,987,941,2758,298,52,764,0,4,69,156,20,82,139,14,0,45,0,0,37,0,244,131,701,134,1923,298,52,0,171,221,372,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3248,24390,15468,41747,119,41628,39369,2259,28995,3376,9598,9445,8103,10306,919,22809,107,22702,21255,1447,14241,18938,12,18926,18114,812,14754,1677,5328,5442,4268,5527,567,1699,4270,4003,3835,4779,352,33422,1149,1149,0,0,12,1983,613,1151,1523,6711,7540,7183,6744,4930,1464,1084,713635,4397,2722,5230,18705,32330,1026,758,2030,5524,8065,47239,17077,74606,17341,17341,57265,609,6285
"125",51121,94179,94179,49031,45148,85821,8358,50838,33825,9366,4979,16394,3086,1158,NA,50838,33825,9366,4979,16394,3086,1158,31,41,1086,1891,4450,728,23,1266,NA,29,12,232,9,89,409,11,260,42,0,15,62,0,526,195,1229,0,3221,728,23,0,253,142,871,NA,0,29,10,12,232,9,89,409,11,49,260,42,0,15,62,0,0,123,344,195,1229,0,3221,728,23,0,253,142,871,NA,1801,27470,20377,48358,131,48227,45213,3014,32688,2981,11049,10211,8401,14125,1591,25139,95,25044,23469,1575,17038,23219,36,23183,21744,1439,15650,1690,5257,5657,4432,7232,871,1291,5792,4554,3969,6893,720,36932,1783,1754,29,0,1,1981,848,2518,2120,6088,10607,7730,7463,5029,1610,898,742090,4023,2487,4366,23863,44166,799,649,1376,4315,12033,66823,23292,83615,20376,20376,63239,470,8534
